researchers,projects,edgelabel
Janho M.B.,
Gourgoulianis K.I.,
Sotiriou S., COVID-19 Severity and Mortality after Vaccination against SARS-CoV-2 in Central Greece
flag
Ioannou P.,
Astrinaki E.,
Vitsaxaki E.,
Bolikas E.,
Christofaki D.,
Salvaraki A.,
Lagoudaki E.,
Ioannidou E.,
Karakonstantis S.,
Saplamidou S.,
Cleovoulou C.,
Stamataki E.,
Ilia S.,
Messaritaki A.,
Avdi M.,
Chalkiadaki A.,
Papathanasaki S.,
Markopoulou C.,
Magouli E.,
Moustaki M.,
Kataxaki V.-A.,
Skevakis P.,
Spernovasilis N.,
Chamilos G.,
Kofteridis D.P., A Point Prevalence Survey of Healthcare-Associated Infections and Antimicrobial Use in Public Acute Care Hospitals in Crete, Greece
flag
Vassilikos V.P.,
Giannopoulos G.,
Fragakis N.,
Billis A.,
Efremidis M.,
Letsas K.,
Maounis T.,
Kostopoulou A.,
Andrikopoulos G.,
Pastromas S.,
Katsivas A.,
Kossyvakis C.,
Kallergis E.,
Kanoupakis E.,
Ioannidis P.,
Tzeis S.,
Avramidis D.,
Papagiannis I.,
Deftereos S.,
Symeonidou E.,
Tsiachris D.,
Theodorakis G.,
Rassias I.,
Lysitsas D.,
Chatzinikolaou E.,
Mezilis N.,
Paraskevaidis S.,
Kourouklis S.,
Apostolopoulos T.,
Katritsis D.,
Chatzidou S.,
Mantziari L.,
Leventopoulos G.,
Chiladakis I.,
Kourgiannidis G.,
Stavropoulos G.,
Xydonas S.,
Ginos C.,
Kotsakis A.,
Baltogiannis G.,
Manolis A.S.,
Sideris S.,
Gatzoulis K., Effect of the COVID-19 pandemic on cardiac electrophysiological ablation procedures in Greece – Data from the Hellenic Society of Cardiology Ablation Registry
flag
Dimopoulou D.,
Liaska M.,
Eleftheriou I.,
Kourkouni E.,
Tsolia M.,
Spyridis N., Favorable Outcome in Infants Hospitalized With COVID-19: Single Center Experience from Athens, Greece
flag
Charrier L.,
Garlasco J.,
Thomas R.,
Gardois P.,
Bo M.,
Zotti C.M., An Overview of Strategies to Improve Vaccination Compliance before and during the COVID-19 Pandemic
flag
Karkala A.,
Moschonas S.,
Sykas G.,
Karagianni M.,
Gilou S.,
Papaefthymiou O.,
Kourtidou-Papadeli C., Sleep Quality and Mental Health Consequences of COVID-19 Pandemic in the Aviation Community in Greece
flag
Zahariadis N.,
Exadaktylos T.,
Sparf J.,
Petridou E.,
Kyriakidis A.,
Papadopoulos I., Assessing the effectiveness of public health interventions for Covid-19 in Greece and Cyprus
flag
Galanis P.,
Vraka I.,
Siskou O.,
Konstantakopoulou O.,
Katsiroumpa A.,
Moisoglou I.,
Kaitelidou D., Cross-sectional assessment of predictors for COVID-19 vaccine uptake: an online survey in Greece [Evaluación transversal de los factores predictivos de la aceptación de la vacuna contra la COVID-19: Encuesta online en Grecia]
flag
Rouva G.,
Vergadi E.,
Hatzidaki E.,
Germanakis I., Mild coronary artery dilatation developed in some children with mild COVID-19 but completely regressed within 3 months
flag
Mellou K.,
Gkolfinopoulou K.,
Andreopoulou A.,
Tsekou A.,
Papadima K.,
Stamoulis K.,
Kossyvakis A.,
Mentis A.,
Maltezou H.C., A COVID-19 outbreak among migrants in a hosting facility in Greece, April 2020
flag
Tsilika M.,
Taks E.,
Dolianitis K.,
Kotsaki A.,
Leventogiannis K.,
Damoulari C.,
Kostoula M.,
Paneta M.,
Adamis G.,
Papanikolaou I.,
Stamatelopoulos K.,
Bolanou A.,
Katsaros K.,
Delavinia C.,
Perdios I.,
Pandi A.,
Tsiakos K.,
Proios N.,
Kalogianni E.,
Delis I.,
Skliros E.,
Akinosoglou K.,
Perdikouli A.,
Poulakou G.,
Milionis H.,
Athanassopoulou E.,
Kalpaki E.,
Efstratiou L.,
Perraki V.,
Papadopoulos A.,
Netea M.G.,
Giamarellos-Bourboulis E.J., Corrigendum: ACTIVATE-2: A double-blind randomized trial of BCG vaccination against COVID-19 in individuals at risk, (Front. Immunol, (2022), 13, (873067), 10.3389/fimmu.2022.873067)
flag
Fakonti G.,
Hadjikou A.,
Tzira E.,
Kyprianidou M.,
Giannakou K., Attitudes and perceptions of mothers towards childhood vaccination in Greece: lessons to improve the childhood COVID-19 vaccination acceptance
flag
Rapti I.,
Asimakopoulos A.,
Liontos A.,
Kosmidou M.,
Christaki E.,
Biros D.,
Milionis O.,
Tsourlos S.,
Ntotsikas E.,
Ntzani E.,
Evangelou E.,
Gartzonika K.,
Georgiou I.,
Tzoulaki I.,
Tsilidis K.,
Milionis H., Association of patient characteristics with clinical outcomes in a cohort of hospitalised patients with SARS-CoV-2 infection in a Greek referral centre for COVID-19
flag
Steletou E.,
Giannouchos T.,
Karatza A.,
Sinopidis X.,
Vervenioti A.,
Souliotis K.,
Dimitriou G.,
Gkentzi D., Parental and Pediatricians’ Attitudes towards COVID-19 Vaccination for Children: Results from Nationwide Samples in Greece
flag
Kavvadas D.,
Kavvada A.,
Karachrysafi S.,
Papaliagkas V.,
Cheristanidis S.,
Chatzidimitriou M.,
Papamitsou T., Stress, Anxiety and Depression Prevalence among Greek University Students during COVID-19 Pandemic: A Two-Year Survey
flag
Stefanatou P.,
Xenaki L.-A.,
Karagiorgas I.,
Ntigrintaki A.-A.,
Giannouli E.,
Malogiannis I.A.,
Konstantakopoulos G., Fear of COVID-19 Impact on Professional Quality of Life among Mental Health Workers
flag
Kosydar-Bochenek J.,
Krupa S.,
Religa D.,
Friganović A.,
Oomen B.,
Brioni E.,
Iordanou S.,
Suchoparski M.,
Knap M.,
Mędrzycka-Dąbrowska W., The Perception of the Patient Safety Climate by Health Professionals during the COVID-19 Pandemic—International Research
flag
Galanis P.,
Moisoglou I.,
Vraka I.,
Siskou O.,
Konstantakopoulou O.,
Katsiroumpa A.,
Kaitelidou D., Predictors of COVID-19 Vaccine Uptake in Health Care Workers: A Cross-Sectional Study in Greece
flag
Lytras D.,
Sykaras E.,
Iakovidis P.,
Komisopoulos C.,
Chasapis G.,
Mouratidou C., Effects of a modified Otago exercise program delivered through outpatient physical therapy to community-dwelling older adult fallers in Greece during the COVID-19 pandemic: a controlled, randomized, multicenter trial
flag
Rouka E.,
Livanou E.,
Sinis S.,
Dimeas I.,
Pantazopoulos I.,
Papagiannis D.,
Malli F.,
Kotsiou O.,
Gourgoulianis K.I., Immune response to the severe acute respiratory syndrome coronavirus 2 vaccines: Is it sustained in the diabetes population?
flag
Salmanton-García J.,
Stewart F.A.,
Heringer S.,
Koniordou M.,
Álvarez-Barco E.,
Argyropoulos C.D.,
Themistocleous S.C.,
Valle-Simón P.,
Spivak O.,
Součková L.,
Merakou C.,
Amélia Mendonça M.,
Joanna Davis R.,
Maria Azzini A.,
Askling H.H.,
Vene S.,
Van Damme P.,
Steinbach A.,
Shiamakkides G.,
Seidel D.,
Olesen O.F.,
Noula E.,
Macken A.,
Luís C.,
Leckler J.,
Launay O.,
Isitt C.,
Hellemans M.,
Frías-Iniesta J.,
Di Marzo R.,
Carcas A.J.,
Boustras G.,
Borobia A.M.,
Barta I.,
Albus K.,
Akova M.,
Ochando J.,
Cohen-Kandli M.,
Jane Cox R.,
Husa P.,
Jancoriene L.,
Mallon P.,
Marques L.,
Mellinghoff S.C.,
Nauclér P.,
Tacconelli E.,
Tóth K.,
Zaoutis T.E.,
Zeitlinger M.,
Cornely O.A.,
Pana Z.-D., VACCELERATE consortium VACCELERATE Volunteer Registry: A European study participant database to facilitate clinical trial enrolment
flag
Vittorakis S.,
Georgakopoulou V.E.,
Apollonatos G.,
Loukides S.,
Liapikou A., The role of private primary care pulmonologists network in Greece in the first year of COVID-19 pandemic
flag
Papagiannis D.,
Kotsiou O.S.,
Fradelos E.C.,
Perlepe G.,
Miziou A.,
Siachpazidou D.S.,
Gourgoulianis K.I., Work place and prevalence of COVID-19 in a rural population in Greece
flag
Galanis P.,
Vraka I.,
Katsiroumpa A.,
Siskou O.,
Konstantakopoulou O.,
Katsoulas T.,
Mariolis‐sapsakos T.,
Kaitelidou D., Predictors of Willingness of the General Public to Receive a Second COVID-19 Booster Dose or a New COVID-19 Vaccine: A Cross-Sectional Study in Greece
flag
Karacic J.,
Zanetti M.,
Marusic A., How difficult it was to acquire COVID digital certificate in summer 2021: Response of EU national contact points for cross-border health care
flag
Dal-Ré R.,
Banzi R.,
Becker S.L.,
Launay O.,
Pavli A., High heterogeneity on the accepted vaccines for COVID-19 certificates in European countries
flag
Iftene F.,
Milev R.,
Farcas A.,
Squires S.,
Smirnova D.,
N. Fountoulakis K., COVID-19 Pandemic: The Impact of COVID-19 on Mental Health and Life Habits in the Canadian Population
flag
Wanat M.,
Hoste M.E.,
Gobat N.H.,
Anastasaki M.,
Böhmer F.,
Chlabicz S.,
Colliers A.,
Farrell K.,
Hollerbach S.,
Karkana M.-N.,
Kinsman J.,
Lionis C.,
Marcinowicz L.,
Reinhardt K.,
Skoglund I.,
Sundvall P.-D.,
Vellinga A.,
Goossens H.,
Butler C.C.,
van der Velden A.,
Anthierens S.,
Tonkin-Crine S., Patients’ and clinicians’ perspectives on the primary care consultations for acute respiratory infections during the first wave of the COVID-19 pandemic: an eight-country qualitative study in Europe
flag
Ritschl V.,
Eibensteiner F.,
Mosor E.,
Omara M.,
Sperl L.,
Nawaz F.A.,
Sai C.S.,
Cenanovic M.,
Devkota H.P.,
Hribersek M.,
De R.,
Klager E.,
Schaden E.,
Kletecka-Pulker M.,
Völkl-Kernstock S.,
Willschke H.,
Aufricht C.,
Atanasov A.G.,
Stamm T., Mandatory Vaccination Against COVID-19: Twitter Poll Analysis on Public Health Opinion
flag
Katsarou M.-S.,
Iasonidou E.,
Osarogue A.,
Kalafatis E.,
Stefanatou M.,
Pappa S.,
Gatzonis S.,
Verentzioti A.,
Gounopoulos P.,
Demponeras C.,
Konstantinidou E.,
Drakoulis N.,
Asimakos A.,
Antonoglou A.,
Mavronasou A.,
Spetsioti S.,
Kotanidou A.,
Katsaounou P., The Greek Collaborative Long COVID Study: Non-Hospitalized and Hospitalized Patients Share Similar Symptom Patterns
flag
Jain P.,
Aggarwal A.,
Garg K., Scientometric Analysis of Top 100 Most Cited Articles on Imaging in COVID-19: The Pandemic of Publications
flag
Kontopoulou K.,
Nakas C.T.,
Papazisis G., Significant Increase in Antibody Titers after the 3rd Booster Dose of the Pfizer–BioNTech mRNA COVID-19 Vaccine in Healthcare Workers in Greece
flag
Konstantinidou A.E.,
Angelidou S.,
Havaki S.,
Paparizou K.,
Spanakis N.,
Chatzakis C.,
Sotiriadis A.,
Theodora M.,
Donoudis C.,
Daponte A.,
Skaltsounis P.,
Gorgoulis V.G.,
Papaevangelou V.,
Kalantaridou S.,
Tsakris A., Stillbirth due to SARS-CoV-2 placentitis without evidence of intrauterine transmission to fetus: association with maternal risk factors
flag
Maltezou H.C.,
Pavli A.,
Tsonou P.,
Balaska A.,
Raftopoulos V.,
Papadima K.,
Andreopoulou A.,
Tentolouris A.,
Gamaletsou M.N.,
Sipsas N.V.,
Tentolouris N., Role of diabetes mellitus in the clinical course and outcome of SARS-CoV-2 infected patients
flag
Sapounas S.,
Bistaraki A.,
Jahaj E.,
Kotanidou A.,
Lagiou P.,
Magiorkinis G., Cold-Season Epidemic Dynamics of COVID-19 in Two Major Metropolitan Areas in Greece: Hypotheses and Implications for Public Health Interventions
flag
Parthymou A.,
Habeos E.E.,
Habeos G.I.,
Deligakis A.,
Livieratos E.,
Marangos M.,
Chartoumpekis D.V., Factors associated with anti-SARS-CoV-2 antibody titres 3 months post-vaccination with the second dose of BNT162b2 vaccine: A longitudinal observational cohort study in western Greece
flag
Cholongitas E.,
Bali T.,
Georgakopoulou V.E.,
Giannakodimos A.,
Gyftopoulos A.,
Georgilaki V.,
Gerogiannis D.,
Basoulis D.,
Eliadi I.,
Karamanakos G.,
Mimidis K.,
Sipsas N.V.,
Samarkos M., Prevalence of abnormal liver biochemistry and its impact on COVID-19 patients’ outcomes: a single-center Greek study
flag
Kotsiou O.S.,
Vavougios G.D.,
Papagiannis D.,
Matsiatsiou E.,
Avgeri D.,
Fradelos E.C.,
Siachpazidou D.I.,
Perlepe G.,
Miziou A.,
Kyritsis A.,
Gogou E.,
Kalampokas S.,
Kalantzis G.,
Kotsios V.S.,
Gourgoulianis K.I., Lessons We Have Learned Regarding Seroprevalence in High and Low SARS-CoV-2 Contexts in Greece before the Omicron Pandemic Wave
flag
Derdemezis C.,
Markozannes G.,
Rontogianni M.O.,
Trigki M.,
Kanellopoulou A.,
Papamichail D.,
Aretouli E.,
Ntzani E.,
Tsilidis K.K., Parental Hesitancy towards the Established Childhood Vaccination Programmes in the COVID-19 Era: Assessing the Drivers of a Challenging Public Health Concern
flag
Marinos G.,
Lamprinos D.,
Georgakopoulos P.,
Oikonomou E.,
Zoumpoulis G.,
Siasos G.,
Schizas D.,
Damaskos C.,
Garmpis N.,
Garmpi A.,
Patoulis G.,
Patsourakos F.,
Datseris I.,
Tsoukalos E.,
Anyfantis I.D.,
Papagiannis D.,
Symvoulakis E.K.,
Rachiotis G., Increased Influenza Vaccination Coverage among Members of the Athens Medical Association Amidst COVID-19 Pandemic
flag
Sfinari A.,
Pervanidou P.,
Chouliaras G.,
Zoumakis E.,
Vasilakis I.A.,
Nicolaides N.C.,
Kanaka-Gantenbein C., Perceived Changes in Emotions, Worries and Everyday Behaviors in Children and Adolescents Aged 5–18 Years with Type 1 Diabetes during the COVID-19 Pandemic
flag
Avakian I.,
Anagnostopoulos L.,
Rachiotis G.,
Fotiadis K.,
Mariolis A.,
Koureas M.,
Dadouli K.,
Papadopoulos C.,
Speletas M.,
Bakola M.,
Vardaka P.,
Zoubounelli S.,
Tatsios E.,
Niavi F.,
Pouliou A.,
Hadjichristodoulou C.,
Mouchtouri V.A., Prevalence and Predictors of COVID-19 Vaccination Acceptance among Greek Health Care Workers and Administrative Officers of Primary Health Care Centers: A Nationwide Study Indicating Aspects for a Role Model
flag
Fradelos E.C.,
Boutlas S.,
Tsimitrea E.,
Sistou A.,
Tourlakopoulos K.,
Papathanasiou I.V.,
Gourgoulianis K.I., Perceived Symptoms, Mental Health and Quality of Life after Hospitalization in COVID-19 Patients
flag
Papagiannis D.,
Laios T.,
Tryposkiadis K.,
Kouriotis K.,
Roussis X.,
Basdekis G.,
Boudouris P.,
Cholevas C.,
Karakitsios S.,
Kakavas P.,
Kiriakidis T.,
Kouloumentas P.,
Kouvidis G.,
Manoudis G.,
Nikolaou P.,
Theos C.,
Piskopakis A.-N.,
Rallis I.,
Ristanis S.,
Toliopoulos A.,
Zisis G.,
Theodorakis Y.,
Gourgoulianis K.I.,
Rachiotis G., COVID-19 Infection among Elite Football Players: A Nationwide Prospective Cohort Study
flag
Altobelli E.,
Angeletti P.M.,
Marzi F.,
D’ascenzo F.,
Petrocelli R.,
Patti G., Impact of SARS-CoV-2 Outbreak on Emergency Department Presentation and Prognosis of Patients with Acute Myocardial Infarction: A Systematic Review and Updated Meta-Analysis
flag
Huf W.,
Mohns M.,
Bünning Z.,
Lister R.,
Garmatiuk T.,
Buchta C.,
Ettl B., Benchmarking medical laboratory performance: Survey validation and results for Europe, Middle East, and Africa
flag
Waitzberg R.,
Hernández-Quevedo C.,
Bernal-Delgado E.,
Estupiñán-Romero F.,
Angulo-Pueyo E.,
Theodorou M.,
Kantaris M.,
Charalambous C.,
Gabriel E.,
Economou C.,
Kaitelidou D.,
Konstantakopoulou O.,
Vildiridi L.V.,
Meshulam A.,
de Belvis A.G.,
Morsella A.,
Bezzina A.,
Vincenti K.,
Figueiredo Augusto G.,
Fronteira I.,
Simões J.,
Karanikolos M.,
Williams G.,
Maresso A., Early health system responses to the COVID-19 pandemic in Mediterranean countries: A tale of successes and challenges
flag
Gkirtsou C.,
Konstantinidis T.,
Cassimos D.,
Konstantinidou E.I.,
Kontekaki E.G.,
Rekari V.,
Bezirtzoglou E.,
Martinis G.,
Stergiannis P., Thrace Study Group on Blood Donors' Attitude during the COVID-19 Pandemic Views and Attitudes of Blood Donors toward Blood Donation during the COVID-19 Pandemic in Thrace Region, Greece
flag
Annesi-Maesano I.,
Maesano C.N.,
Dessimond B.,
Prud’homme J.,
Colette A.,
Banerjee S., Has the Spring 2020 lockdown modified the relationship between air pollution and COVID-19 mortality in Europe?
flag
Filippatos F.,
Tatsi E.-B.,
Dellis C.,
Efthymiou V.,
Margeli A.,
Papassotiriou I.,
Syriopoulou V.,
Michos A., Seroepidemiology of SARS-CoV-2 in pediatric population during a 16-month period prior to vaccination
flag
Jilich D.,
Skrzat-Klapaczyńska A.,
Fleischhans L.,
Bursa D.,
Antoniak S.,
Balayan T.,
Begovac J.,
Cicic A.,
Dragovic G.,
Goekengin D.,
Harxhi A.,
Kase K.,
Lakatos B.,
Matulionyte R.,
Mulabdic V.,
Oprea C.,
Papadopoulos A.,
Rukhadze N.,
Tomazic J.,
Tovba L.,
Soják Ľ.,
Vassilenko A.,
Yancheva N.,
Yurin O.,
Kowalska J., National strategies for vaccination against COVID-19 in people living with HIV in Central and Eastern European region
flag
Avgoulea K.,
Beredaki M.-I.,
Vourli S.,
Siopi M.,
Siafakas N.,
Pournaras S., Field Evaluation of the New Rapid NG-Test® SARS-CoV-2 Ag for Diagnosis of COVID-19 in the Emergency Department of an Academic Referral Hospital
flag
Backhaus I.,
Hoven H.,
Di Tecco C.,
Iavicoli S.,
Conte A.,
Dragano N., Economic change and population health: lessons learnt from an umbrella review on the Great Recession
flag
Mavrovounis G.,
Mavrovouni D.,
Mermiri M.,
Papadaki P.,
Chalkias A.,
Zarogiannis S.,
Christodoulou N.,
Gourgoulianis K.,
Pantazopoulos I., Watch Out for Burnout in COVID-19: A Greek Health Care Personnel Study
flag
Kortianou E.A.,
Tsimouris D.,
Mavronasou A.,
Lekkas S.,
Kazatzis N.,
Apostolara Z.E.,
Isakoglou M.,
Dimakou G.,
Barmparessou Z.,
Tsikrika S.,
Sakka V.,
Liontos A.,
Christaki M.,
Milionis H.,
Kalomenidis I., Application of a home-based exercise program combined with tele-rehabilitation in previously hospitalized patients with COVID-19: A feasibility, single-cohort interventional study
flag
Theodorou A.,
Bakola E.,
Chondrogianni M.,
Melanis K.,
Tsantzali I.,
Frogoudaki A.,
Tsivgoulis G., Covid-vaccine-fear-induced paroxysmal atrial fibrillation causing multiple acute arterial infarctions: a case report
flag
Kontopoulou S.,
Daniil Z.,
Gourgoulianis K.I.,
Kotsiou O.S., Exercise Preferences and Benefits in Patients Hospitalized with COVID-19
flag
Galanis P.,
Moisoglou I.,
Vraka I.,
Siskou O.,
Konstantakopoulou O.,
Katsiroumpa A.,
Kaitelidou D., Predictors of COVID-19 Vaccine Uptake in Healthcare Workers: A Cross-Sectional Study in Greece
flag
Akinosoglou K.,
Savopoulos C.,
Pouliakis A.,
Triantafyllidis C.,
Markatis E.,
Golemi F.,
Liontos A.,
Vadala C.,
Papanikolaou I.C.,
Dimakopoulou V.,
Xarras P.,
Varela K.,
Kaiafa G.,
Mitsianis A.,
Chatzistamati A.,
Randou E.,
Savvanis S.,
Pavlaki M.,
Efraimidis G.,
Samaras V.,
Papazoglou D.,
Konstantinidou A.,
Panagopoulos P.,
Milionis H.,
INTERACT Study Group, Intensive-Dose Tinzaparin in Hospitalized COVID-19 Patients: The INTERACT Study
flag
Labropoulou S.,
Vassilaki N.,
Milona R.S.,
Terpos E.,
Politou M.,
Pappa V.,
Pagoni M.,
Grouzi E.,
Dimopoulos M.A.,
Mentis A.,
Emmanouil M.,
Angelakis E., Characterizing Kinetics and Avidity of SARS-CoV-2 Antibody Responses in COVID-19 Greek Patients
flag
Ntakolia C.,
Priftis D.,
Charakopoulou-Travlou M.,
Rannou I.,
Magklara K.,
Giannopoulou I.,
Kotsis K.,
Serdari A.,
Tsalamanios E.,
Grigoriadou A.,
Ladopoulou K.,
Koullourou I.,
Sadeghi N.,
O’callaghan G.,
Lazaratou E., Correction: Ntakolia et al. An Explainable Machine Learning Approach for COVID-19’s Impact on Mood States of Children and Adolescents during the First Lockdown in Greece. Healthcare 2022, 10, 149
flag
Marinos G.,
Lamprinos D.,
Georgakopoulos P.,
Oikonomou E.,
Zoumpoulis G.,
Garmpis N.,
Garmpi A.,
Tzalavara E.,
Siasos G.,
Rachiotis G.,
Papaioannou A.,
Schizas D.,
Damaskos C., Evaluation of Knowledge, Attitudes and Practices Related to Self-Testing Procedure against COVID-19 among Greek Students: A Pilot Study
flag
Pandolfi S.,
Valdenassi L.,
Bjørklund G.,
Chirumbolo S.,
Lysiuk R.,
Lenchyk L.,
Doşa M.D.,
Fazio S., COVID-19 Medical and Pharmacological Management in the European Countries Compared to Italy: An Overview
flag
Nikopoulou V.A.,
Gliatas I.,
Blekas A.,
Parlapani E.,
Holeva V.,
Tsipropoulou V.,
Karamouzi P.,
Godosidis A.,
Diakogiannis I., Uncertainty, Stress, and Resilience During the COVID-19 Pandemic in Greece
flag
Giannopoulou I.,
Efstathiou V.,
Korkoliakou P.,
Triantafyllou G.,
Smyrnis N.,
Douzenis A., Mental health of adolescents amidst preparation for university entrance exams during the second pandemic-related lockdown in Greece
flag
Terpos E.,
Karalis V.,
Sklirou A.D.,
Apostolakou F.,
Ntanasis-Stathopoulos I.,
Bagratuni T.,
Iconomidou V.A.,
Malandrakis P.,
Korompoki E.,
Papassotiriou I.,
Trougakos I.P.,
Dimopoulos M.A., Third dose of the BNT162b2 vaccine results in very high levels of neutralizing antibodies against SARS-CoV-2: Results of a prospective study in 150 health professionals in Greece
flag
Maltezou H.C.,
Krumbholz B.,
Mavrouli M.,
Tseroni M.,
Gamaletsou M.N.,
Botsa E.,
Anastassopoulou C.,
Gikas A.,
Fournarakou E.,
Kavieri M.,
Koureli A.,
Mandilara D.,
Marinopoulou A.,
Theodorikakou A.,
Tsiahris P.,
Zarzali A.,
Pournaras S.,
Lourida A.,
Elefsiniotis I.,
Vrioni G.,
Sipsas N.V.,
Tsakris A., A study of the evolution of the third COVID-19 pandemic wave in the Athens metropolitan area, Greece, through two cross-sectional seroepidemiological surveys: March, June 2021
flag
Kostopoulou E.,
Gkentzi D.,
Papasotiriou M.,
Fouzas S.,
Tagalaki A.,
Varvarigou A.,
Dimitriou G., The impact of COVID-19 on paediatric emergency department visits. A one-year retrospective study
flag
Karlafti E.,
Benioudakis E.S.,
Barouxi E.,
Kaiafa G.,
Didangelos T.,
Fountoulakis K.N.,
Pagoni S.,
Savopoulos C., Exhaustion and burnout in the healthcare system in Greece: A cross-sectional study among internists during the COVID-19 lockdown
flag
Mellos E.,
Paparrigopoulos T., Substance use during the COVID-19 pandemic: What is really happening?
flag
Ktena D.,
Kourkouni E.,
Kontopidou F.,
Gkolfinopoulou K.,
Papadima K.,
Georgakopoulou T.,
Magaziotou I.,
Andreopoulou A.,
Tzanakaki G.,
Zaoutis T.,
Papaevangelou V., Population-based study of influenza and invasive meningococcal disease among Greek children during the COVID-19 pandemic
flag
Sypsa V.,
Roussos S.,
Engeli V.,
Paraskevis D.,
Tsiodras S.,
Hatzakis A., Trends in COVID-19 Vaccination Intent, Determinants and Reasons for Vaccine Hesitancy: Results from Repeated Cross-Sectional Surveys in the Adult General Population of Greece during November 2020–June 2021
flag
Symvoulakis E.K.,
Karageorgiou I.,
Linardakis M.,
Papagiannis D.,
Hatzoglou C.,
Symeonidis A.,
Rachiotis G., Knowledge, Attitudes, and Practices of Primary Care Physicians towards COVID-19 in Greece: A Cross-Sectional Study
flag
Beks H.,
King O.,
Clapham R.,
Alston L.,
Glenister K.,
McKinstry C.,
Quilliam C.,
Wellwood I.,
Williams C.,
Shee A.W., Community Health Programs Delivered Through Information and Communications Technology in High-Income Countries: Scoping Review
flag
Katsiari M.,
Mavroidi A.,
Palla E.,
Zourla K.,
Alonistiotis T.,
Ntorlis K.,
Nikolaou C.,
Vrioni G.,
Tsakris A., Possible COVID-19-Associated Pulmonary Aspergillosis due to Aspergillus niger in Greece
flag
Ara J.,
Sik-Lanyi C., Investigation of COVID-19 Vaccine Information Websites across Europe and Asia Using Automated Accessibility Protocols
flag
Maltezou H.C.,
Rahiotis C.,
Tseroni M.,
Madianos P.,
Tzoutzas I., Attitudes toward Vaccinations and Vaccination Coverage Rates among Dental Students in Greece
flag
Tsaousis K.T.,
Chaloulis S., The yearly impact of COVID-19 pandemic on emergency ophthalmic care at a secondary center
flag
Kokkinos C.M.,
Tsouloupas C.N.,
Voulgaridou I., The effects of perceived psychological, educational, and financial impact of COVID-19 pandemic on Greek university students’ satisfaction with life through Mental Health
flag
Davies E.L.,
Puljevic C.,
Gilchrist G.,
Potts L.,
Zhuparris A.,
Maier L.J.,
Barratt M.J.,
Winstock A.R.,
Ferris J.A., Impacts of changes in alcohol consumption patterns during the first 2020 COVID-19 restrictions for people with and without mental health and neurodevelopmental conditions: A cross sectional study in 13 countries
flag
Kalafat E.,
Prasad S.,
Birol P.,
Tekin A.B.,
Kunt A.,
Di Fabrizio C.,
Alatas C.,
Celik E.,
Bagci H.,
Binder J.,
Le Doare K.,
Magee L.A.,
Mutlu M.A.,
Yassa M.,
Tug N.,
Sahin O.,
Krokos P.,
O'brien P.,
von Dadelszen P.,
Palmrich P.,
Papaioannou G.,
Ayaz R.,
Ladhani S.N.,
Kalantaridou S.,
Mihmanli V.,
Khalil A., An internally validated prediction model for critical COVID-19 infection and intensive care unit admission in symptomatic pregnant women
flag
Franks J.,
Gruss B.,
Mulas-Granados C.,
Patnam M.,
Weber S., Reopening strategies, mobility and COVID-19 infections in Europe: Panel data analysis
flag
Rai M.,
Kosalec I., Promising Antimicrobials from Natural Products
flag
Gibelli F.,
Ricci G.,
Sirignano A.,
De Leo D., COVID-19 Compulsory Vaccination: Legal and Bioethical Controversies
flag
Bennett R.,
Sugden P.,
Wokes J., Response to “cosmetic tourism amidst the Covid-19 global pandemic”
flag
Malli F.,
Lampropoulos I.C.,
Papagiannis D.,
Papathanasiou I.V.,
Daniil Z.,
Gourgoulianis K.I., Association of SARS-CoV-2 Vaccinations with SARS-CoV-2 Infections, ICU Admissions and Deaths in Greece
flag
Dafogianni C.,
Mangoulia P.,
Pappa D.,
Xanthopoulou P.,
Koutelekos I.,
Zografakis-Sfakianakis M.,
Ferentinou E.,
Fountouki A.,
Drakopoulou M.,
Giga A.,
Anastasiou N.,
Margari N.,
Fasoi G., COVID-19 Vaccination Intention Associated with Behaviors towards Protection and Perceptions Regarding the Pandemic
flag
Aburto J.M.,
Schöley J.,
Kashnitsky I.,
Zhang L.,
Rahal C.,
Missov T.I.,
Mills M.C.,
Dowd J.B.,
Kashyap R., Quantifying impacts of the COVID-19 pandemic through life-expectancy losses: A population-level study of 29 countries
flag
Varelas C.,
Gavriilaki E.,
Sakellari I.,
Klonizakis P.,
Koravou E.-E.,
Christodoulou I.,
Mavrikou I.,
Kourelis A.,
Chatzopoulou F.,
Chatzidimitriou D.,
Touloumenidou T.,
Papalexandri A.,
Anagnostopoulos A.,
Vlachaki E., Immune Response of Adult Sickle Cell Disease Patients after COVID-19 Vaccination: The Experience of a Greek Center
flag
Kilintzis V.,
Beredimas N.,
Kaimakamis E.,
Stefanopoulos L.,
Chatzis E.,
Jahaj E.,
Bitzani M.,
Kotanidou A.,
Katsaggelos A.K.,
Maglaveras N., CoCross: An ICT Platform Enabling Monitoring Recording and Fusion of Clinical Information Chest Sounds and Imaging of COVID-19 ICU Patients
flag
Neumann C.,
Schleifer G.,
Strassberger-Nerschbach N.,
Kamp J.,
Massoth G.,
Görtzen-Patin A.,
Cudian D.,
Velten M.,
Coburn M.,
Schindler E.,
Wittmann M., Digital Online Anaesthesia Patient Informed Consent before Elective Diagnostic Procedures or Surgery: Recent Practice in Children—An Exploratory ESAIC Survey (2021)
flag
Golemis A.,
Voitsidis P.,
Parlapani E.,
Nikopoulou V.A.,
Tsipropoulou V.,
